Seq,Phylum,Class,Order,Family,Genus
DH_9108,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_9553,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_10010,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_10075,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_10760,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA
DH_11324,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_11417,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_11758,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA
DH_12503,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_13136,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_13324,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA
DH_13721,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_14260,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_14402,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA
DH_15752,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_16665,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA
DH_17327,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_17682,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA
DH_17765,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA
DH_18656,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_18792,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_19086,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_19160,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_19197,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_19350,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_19472,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_19522,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_19554,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_19568,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_19593,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_19618,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_19626,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_19658,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_19807,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_19927,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_19938,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_19950,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_19999,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_20005,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_20040,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA
DH_20107,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_20154,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_20204,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_20279,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_20355,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_20421,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_20440,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_20447,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_20587,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_20686,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_20799,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_20874,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_21244,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_21481,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_21640,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_21662,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_21797,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_21949,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_22010,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA
DH_22101,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_22209,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_22226,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_22547,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_22696,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_23006,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_23007,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_23010,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_23042,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_23127,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_23219,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_23344,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_24542,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_24844,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_25491,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_25979,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA
DH_26252,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_26400,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_28206,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA
DH_29314,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA
DH_29315,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA
DH_29439,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_29462,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_29668,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_30006,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_30127,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_30193,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_30300,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA
DH_30511,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_30513,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_30708,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_30906,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA
DH_30991,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA
DH_31164,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_31190,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA
DH_32252,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_32359,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_33884,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_33993,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA
DH_34056,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA
DH_34090,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_34116,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA
DH_34203,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_34223,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_34233,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_34234,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_34502,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_34564,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_35473,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae
DH_21956,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae
DH_14091,Bacteria,Chloroflexi,Anaerolineae,ADurb.Bin180,NA
DH_17259,Bacteria,Chloroflexi,Anaerolineae,ADurb.Bin180,NA
DH_32556,Bacteria,Chloroflexi,Anaerolineae,ADurb.Bin180,NA
DH_6873,Archaea,Aenigmarchaeota,Aenigmarchaeia,Aenigmarchaeales,NA
DH_13407,Archaea,Aenigmarchaeota,Aenigmarchaeia,Aenigmarchaeales,NA
DH_15424,Archaea,Aenigmarchaeota,Aenigmarchaeia,Aenigmarchaeales,NA
DH_15655,Archaea,Aenigmarchaeota,Aenigmarchaeia,Aenigmarchaeales,NA
DH_16851,Archaea,Aenigmarchaeota,Aenigmarchaeia,Aenigmarchaeales,NA
DH_24234,Archaea,Aenigmarchaeota,Aenigmarchaeia,Aenigmarchaeales,NA
DH_25885,Archaea,Aenigmarchaeota,Aenigmarchaeia,Aenigmarchaeales,NA
DH_25951,Archaea,Aenigmarchaeota,Aenigmarchaeia,Aenigmarchaeales,NA
DH_26072,Archaea,Aenigmarchaeota,Aenigmarchaeia,Aenigmarchaeales,NA
DH_26241,Archaea,Aenigmarchaeota,Aenigmarchaeia,Aenigmarchaeales,NA
DH_26294,Archaea,Aenigmarchaeota,Aenigmarchaeia,Aenigmarchaeales,NA
DH_26334,Archaea,Aenigmarchaeota,Aenigmarchaeia,Aenigmarchaeales,NA
DH_26593,Archaea,Aenigmarchaeota,Aenigmarchaeia,Aenigmarchaeales,NA
DH_26899,Archaea,Aenigmarchaeota,Aenigmarchaeia,Aenigmarchaeales,NA
DH_30700,Archaea,Aenigmarchaeota,Aenigmarchaeia,Aenigmarchaeales,NA
DH_31058,Archaea,Aenigmarchaeota,Aenigmarchaeia,Aenigmarchaeales,NA
DH_31130,Archaea,Aenigmarchaeota,Aenigmarchaeia,Aenigmarchaeales,NA
DH_31356,Archaea,Aenigmarchaeota,Aenigmarchaeia,Aenigmarchaeales,NA
DH_31653,Archaea,Aenigmarchaeota,Aenigmarchaeia,Aenigmarchaeales,NA
DH_32017,Archaea,Aenigmarchaeota,Aenigmarchaeia,Aenigmarchaeales,NA
DH_33103,Archaea,Aenigmarchaeota,Aenigmarchaeia,Aenigmarchaeales,NA
DH_33175,Archaea,Aenigmarchaeota,Aenigmarchaeia,Aenigmarchaeales,NA
DH_34084,Archaea,Aenigmarchaeota,Aenigmarchaeia,Aenigmarchaeales,NA
DH_34108,Archaea,Aenigmarchaeota,Aenigmarchaeia,Aenigmarchaeales,NA
DH_8448,Archaea,Altiarchaeota,Altiarchaeia,Altiarchaeales,Altiarchaeaceae
DH_11162,Archaea,Altiarchaeota,Altiarchaeia,Altiarchaeales,Altiarchaeaceae
DH_14853,Archaea,Altiarchaeota,Altiarchaeia,Altiarchaeales,Altiarchaeaceae
DH_15425,Archaea,Altiarchaeota,Altiarchaeia,Altiarchaeales,Altiarchaeaceae
DH_16211,Archaea,Altiarchaeota,Altiarchaeia,Altiarchaeales,Altiarchaeaceae
DH_28189,Archaea,Altiarchaeota,Altiarchaeia,Altiarchaeales,Altiarchaeaceae
DH_28337,Archaea,Altiarchaeota,Altiarchaeia,Altiarchaeales,Altiarchaeaceae
DH_28338,Archaea,Altiarchaeota,Altiarchaeia,Altiarchaeales,Altiarchaeaceae
DH_29244,Archaea,Altiarchaeota,Altiarchaeia,Altiarchaeales,Altiarchaeaceae
DH_33492,Archaea,Altiarchaeota,Altiarchaeia,Altiarchaeales,Altiarchaeaceae
DH_1235,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,NA
DH_3589,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,NA
DH_4908,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,NA
DH_5952,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,NA
DH_6667,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,NA
DH_10453,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,NA
DH_10529,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,NA
DH_12996,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,NA
DH_13702,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,NA
DH_14720,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,NA
DH_20408,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,NA
DH_21845,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,NA
DH_22464,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,NA
DH_22874,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,NA
DH_23055,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,NA
DH_23342,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,NA
DH_25658,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,NA
DH_26584,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,NA
DH_28040,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,NA
DH_30199,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,NA
DH_31691,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,NA
DH_31745,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,NA
DH_33786,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,NA
DH_352,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_360,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_464,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_714,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_791,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_849,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_964,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_1362,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_1487,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_1624,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_1996,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_2395,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_2617,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_2808,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_3216,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_3943,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_4354,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_4391,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_4500,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_4801,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_4847,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_7676,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_7713,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_8804,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_9404,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_11158,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_11599,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_12983,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_13838,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_14241,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_14435,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_15107,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_15480,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_16952,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_17078,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_17415,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_17568,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_18815,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_19435,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_19661,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_20734,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_21401,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_23823,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_24921,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_24967,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_26145,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_27733,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_29416,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_30504,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_31273,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_32534,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_32591,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_33356,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_33533,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_33726,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae
DH_551,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Arctic97B-4 marine group,NA
DH_1028,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Arctic97B-4 marine group,NA
DH_1800,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Arctic97B-4 marine group,NA
DH_1919,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Arctic97B-4 marine group,NA
DH_1964,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Arctic97B-4 marine group,NA
DH_2453,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Arctic97B-4 marine group,NA
DH_6084,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Arctic97B-4 marine group,NA
DH_7268,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Arctic97B-4 marine group,NA
DH_24100,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Arctic97B-4 marine group,NA
DH_28093,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Arctic97B-4 marine group,NA
DH_29797,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Arctic97B-4 marine group,NA
DH_30232,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Arctic97B-4 marine group,NA
DH_34591,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Arctic97B-4 marine group,NA
DH_34879,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Arctic97B-4 marine group,NA
DH_879,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,NA
DH_1664,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,NA
DH_1703,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,NA
DH_1943,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,NA
DH_2297,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,NA
DH_2305,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,NA
DH_2615,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,NA
DH_2663,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,NA
DH_3486,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,NA
DH_3854,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,NA
DH_4753,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,NA
DH_6664,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,NA
DH_6983,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,NA
DH_8902,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,NA
DH_11845,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,NA
DH_15622,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,NA
DH_18031,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,NA
DH_18216,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,NA
DH_18529,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,NA
DH_18810,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,NA
DH_19945,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,NA
DH_20347,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,NA
DH_21924,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,NA
DH_23097,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,NA
DH_23768,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,NA
DH_25606,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,Ardenticatenaceae
DH_31316,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,NA
DH_31461,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,NA
DH_831,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae
DH_4850,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae
DH_8091,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae
DH_9480,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae
DH_9743,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae
DH_20838,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae
DH_25348,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae
DH_30026,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae
DH_33400,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae
DH_33646,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae
DH_34349,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae
DH_3432,Bacteria,Proteobacteria,Gammaproteobacteria,AT-s2-59,NA
DH_3787,Bacteria,Proteobacteria,Gammaproteobacteria,AT-s2-59,NA
DH_4719,Bacteria,Proteobacteria,Gammaproteobacteria,AT-s2-59,NA
DH_9733,Bacteria,Proteobacteria,Gammaproteobacteria,AT-s2-59,NA
DH_21103,Bacteria,Proteobacteria,Gammaproteobacteria,AT-s2-59,NA
DH_22197,Bacteria,Proteobacteria,Gammaproteobacteria,AT-s2-59,NA
DH_24248,Bacteria,Proteobacteria,Gammaproteobacteria,AT-s2-59,NA
DH_29872,Bacteria,Proteobacteria,Gammaproteobacteria,AT-s2-59,NA
DH_29959,Bacteria,Proteobacteria,Gammaproteobacteria,AT-s2-59,NA
